0,19.569749539085823,A
0,19.569749539085823,B
0,25.44067440081157,C
1,33.60864983657219,C
1,25.751087151495607,B
1,25.950965975632837,A
2,22.840202709725624,A
2,22.46898933642203,B
2,29.451099299446113,C
3,22.099567894261774,C
3,16.762976918280085,B
3,17.252108906412964,A
4,20.435620281642677,B
4,26.88360980844902,C
4,20.971281223062086,A
5,30.657503843827193,C
5,23.881317651807986,A
5,23.37920976782839,B
6,22.037369010030627,C
6,17.22461154345588,A
6,16.834303327670348,B
7,25.371373685710076,A
7,32.70078229754515,C
7,25.1587999809108,B
8,22.636797933366566,B
8,29.236938820722166,C
8,22.627134727007792,A
9,26.18542139378991,C
9,20.184967843794812,A
9,20.4333279792375,B
10,25.370681490296402,B
10,24.898439618946785,A
10,32.44229301015226,C
11,17.232740144110522,A
11,22.598060236293133,C
11,17.88338871613107,B
12,20.77384610549723,A
12,21.531244666131734,B
12,27.301152910316492,C
13,24.84782304997905,A
13,25.622023997983515,B
13,32.66448562046836,C
14,23.64763539195182,C
14,18.584001683891447,B
14,17.890802287910482,A
15,23.716577858887568,C
15,18.474168149128026,B
15,17.955844147514576,A
16,18.011311178359108,A
16,23.7319029945782,C
16,18.276574170520295,B
17,28.25144626728204,C
17,21.558422271539815,A
17,21.518446834729993,B
18,20.110914983216013,B
18,20.474691225001145,A
18,26.726070636799072,C
19,21.044238260109935,A
19,20.37561916335338,B
19,27.33796020428887,C
20,21.318735426544013,A
20,27.56843707458444,C
20,20.401374596092502,B
21,15.456513239489515,B
21,21.23814190779768,C
21,16.53412821638308,A
22,21.009749287462654,C
22,15.295871916792837,B
22,16.42159466662615,A
23,17.79986668898285,B
23,18.849712089301146,A
23,24.121447679166806,C
24,25.073709491014025,C
24,19.58427631322857,A
24,18.732478336060122,B
25,16.0727722884479,B
25,16.620151896656825,A
25,21.260152763496944,C
26,14.25587171107875,B
26,18.479145503148718,C
26,14.420992674648318,A
27,28.320771912458596,C
27,22.16529738438444,B
27,21.908844709002217,A
